POINT_1_STREET;POINT_2_STREET;POINT_1_NAME;POINT_2_NAME;DURATION_IN_SEC;POINT_1_CITY;POINT_2_CITY;POINT_1_LAT;POINT_1_LNG;POINT_2_LAT;NDT_IN_KMH;POINT_2_POSTAL_CODE;POINT_2_COUNTRY;POINT_1_STREET_NUMBER;ORGANISATION;POINT_1_POSTAL_CODE;POINT_2_STREET_NUMBER;;extID;ROAD_TYPE;REPORT_ID;POINT_1_COUNTRY;DISTANCE_IN_METERS;REPORT_NAME;RBA_ID;_id
Jyllands Alle;Vestavej;4553;4568;70;Aarhus;Højbjerg;56.12437833;10.18005602;56.12391431;33;8270;Denmark;158;COWI;8260;2;;555;MAJOR_ROAD;203928;Denmark;641;AAR_BT_0475 4553 4568;229575;1962
Vestavej;Jyllands Alle;4568;4553;102;Højbjerg;Aarhus;56.12391431;10.18591478;56.12437833;27;8260;Denmark;2;COWI;8270;158;;556;MAJOR_ROAD;203954;Denmark;777;AAR_BT_0476 4568 4553;229577;1963
Vestavej;Viborgvej;4568;4548;90;Højbjerg;Tilst;56.12391431;10.18591478;56.12994;29;8381;Denmark;2;COWI;8270;143;;557;MAJOR_ROAD;203981;Denmark;732;AAR_BT_0477 4568 4548;229579;1964
Rosenvangs Alle;Oddervej;4368;4379;60;Højbjerg;Højbjerg;56.1169222;10.20216432;56.114487;33;8270;Denmark;233;COWI;8270;70-74;;581;MAJOR_ROAD;206290;Denmark;542;AAR_BT_0501 4368 4379;229627;1988
Oddervej;Rosenvangs Alle;4379;4368;61;Højbjerg;Højbjerg;56.114487;10.20785423;56.1169222;32;8270;Denmark;70-74;COWI;8270;233;;582;MAJOR_ROAD;206316;Denmark;542;AAR_BT_0502 4379 4368;229629;1989
Edwin Rahrs Vej;Holmstrupgårdvej;4325;4337;152;Aarhus;Aarhus;56.16459887;10.10998427;56.16945461;34;8220;Denmark;73-75;COWI;8220;28;;583;MAJOR_ROAD;206343;Denmark;1416;AAR_BT_0503 4325 4337;229631;1990
Holmstrupgårdvej;Edwin Rahrs Vej;4337;4325;118;Aarhus;Aarhus;56.16945461;10.11966876;56.16459887;43;8220;Denmark;28;COWI;8220;73-75;;584;MAJOR_ROAD;206369;Denmark;1405;AAR_BT_0504 4337 4325;229633;1991
Djurslandmotorvejen;Mejlbyvej;4327;4352;155;Lystrup;Ega;56.22521121;10.24629931;56.22020076;65;8250;Denmark;58;COWI;8520;58;;598;MAJOR_ROAD;209933;Denmark;2782;AAR_BT_0518 4327 4352;229661;2005
Mejlbyvej;Djurslandmotorvejen;4355;4327;116;Hjortshøj;Lystrup;56.24203279;10.26136529;56.22537225;78;8520;Denmark;285;COWI;8530;285;;599;MAJOR_ROAD;209960;Denmark;2504;AAR_BT_0519 4355 4327;229663;2006
Djurslandmotorvejen;Mejlbyvej;4327;4355;153;Lystrup;Hjortshøj;56.22521121;10.24629931;56.24205366;62;8530;Denmark;0;COWI;8520;285;;600;MAJOR_ROAD;209986;Denmark;2623;AAR_BT_0520 4327 4355;229665;2007
Vejlby Centervej;Søftenvej;4564;4350;240;Risskov;Aarhus;56.19687844;10.21625178;56.20417258;44;8200;Denmark;7;COWI;8240;7;;601;MAJOR_ROAD;210013;Denmark;2936;AAR_BT_0521 4564 4350;229667;2008
Randersvej;Vejlby Centervej;4362;4564;267;Aarhus;Risskov;56.19922308;10.18244475;56.19677547;33;8240;Denmark;7;COWI;8200;7;;602;MAJOR_ROAD;210040;Denmark;2433;AAR_BT_0524 4362 4564;229669;2009
Viengevej;Grenåvej;4354;4565;88;Risskov;Risskov;56.20913963;10.24664253;56.2026462;45;8240;Denmark;0;COWI;8240;337;;607;MAJOR_ROAD;210173;Denmark;1106;AAR_BT_0529 4354 4565;229679;2014
